,OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,WEEK_BEFORE_DISCOVERY_DATE,avg_max_temp,avg_min_temp,avg_precipitation,avg_sunshine,avg_wind_speed,avg_wind_gusts,primary_wind_direction
403,69639,70388,FS-295043,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,505,Klamath National Forest,,1994,1994-07-22,203,1400.0,Natural,Natural,28953.0,G,41.635,-123.63833333,USFS,CA,,,,1994-07-15,83.75,56.7375,0.0045000000000000005,44915.04125,7.3125,27.9375,127.375
404,69673,70422,FS-295077,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,505,Klamath National Forest,,1994,1994-09-19,262,900.0,Natural,Natural,7015.0,G,41.365,-123.15,USFS,CA,,,,1994-09-12,83.975,53.5125,0.0005,41735.72,6.0625,24.425,168.375
405,69790,70541,FS-295196,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,505,Klamath National Forest,,1994,1994-07-21,202,530.0,Natural,Natural,219.0,D,41.58,-123.68333333,USFS,CA,,,,1994-07-14,83.225,54.8125,0.008875000000000001,47381.715,6.2375,25.95,241.625
406,69820,70571,FS-295226,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,506,Lassen National Forest,,1994,1994-09-18,261,1724.0,Natural,Natural,44683.0,G,40.135,-121.67833333,USFS,CA,,,,1994-09-11,80.275,53.650000000000006,0.014875000000000001,41829.09,7.3625,22.6375,183.5
407,69888,70639,FS-295294,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,507,Los Padres National Forest,,1994,1994-01-12,12,1331.0,Human,Debris and open burning,180.0,D,35.21666667,-120.13666667,STATE OR PRIVATE,CA,,,,1994-01-05,55.875,32.9,0.0,31443.3925,7.675,24.2625,60.125
408,69945,70698,FS-295353,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,508,Mendocino National Forest,,1994,1994-08-27,239,1415.0,Human,Smoking,2778.0,F,39.88,-122.795,USFS,CA,,,,1994-08-20,84.8875,60.487500000000004,0.001,45000.81875,5.9625,27.9875,192.625
409,69965,70718,FS-295373,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,509,Modoc National Forest,,1994,1994-06-25,176,1401.0,Human,Debris and open burning,165.0,D,41.175,-120.18,USFS,CA,,,,1994-06-18,74.1,46.225,0.0,50105.56125,10.7125,30.1625,242.0
410,70147,70908,FS-295563,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,510,Six Rivers National Forest,,1994,1994-07-21,202,600.0,Natural,Natural,207.0,D,41.50333333,-123.66666667,USFS,CA,,,,1994-07-14,84.1,56.2625,0.008875000000000001,47380.14625,6.2375,25.95,241.625
411,70319,71081,FS-295736,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,511,Plumas National Forest,,1994,1994-06-03,154,1455.0,Human,Debris and open burning,2000.0,F,40.00694444,-120.145,STATE OR PRIVATE,CA,,,,1994-05-27,74.85,47.5875,0.0325,46335.1075,12.4625,35.2,236.0
412,70325,71087,FS-295742,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,511,Plumas National Forest,,1994,1994-08-09,221,1307.0,Human,Equipment and vehicle use,100.0,D,40.18972222,-120.41694444,STATE OR PRIVATE,CA,,,,1994-08-02,90.425,61.9,0.0,47522.82,12.7875,27.875,248.625
413,70337,71099,FS-295754,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,511,Plumas National Forest,,1994,1994-04-03,93,1700.0,Natural,Natural,148.0,D,39.96833333,-121.29333333,USFS,CA,,,,1994-03-27,62.8875,37.7375,0.01275,40039.58375,8.6625,27.075,137.25
414,70391,71153,FS-295808,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1994,1994-07-03,184,1333.0,Human,Missing data/not specified/undetermined,12303.0,G,34.30166667,-117.12833333,USFS,CA,,,,1994-06-26,94.725,70.2,0.032125,48427.055,8.625,28.025,228.5
415,70406,71168,FS-295823,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1994,1994-08-13,225,1320.0,Natural,Natural,540.0,E,33.545,-117.52166667,USFS,CA,,,,1994-08-06,86.8625,70.8,0.0,44654.46625,7.1375,17.875,238.375
416,70407,71169,FS-295824,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1994,1994-08-13,225,1325.0,Natural,Natural,1200.0,F,33.56,-117.55666667,USFS,CA,,,,1994-08-06,90.2875,70.0875,0.0,44654.46625,7.1375,17.875,238.375
417,70487,71254,FS-295909,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1994,1994-07-14,195,1151.0,Human,Recreation and ceremony,308.8,E,34.17166667,-117.63333333,STATE OR PRIVATE,CA,,,,1994-07-07,91.6,66.05,0.0,48230.65875,6.0625,20.1125,197.875
418,70495,71262,FS-295917,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1994,1994-08-02,214,1255.0,Human,Railroad operations and maintenance,125.0,D,34.24333333,-117.46,STATE OR PRIVATE,CA,,,,1994-07-26,90.9125,65.5,0.0,46843.3675,9.45,22.4125,212.375
419,70499,71266,FS-295922,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1994,1994-08-23,235,1651.0,Human,Arson/incendiarism,350.0,E,33.44333333,-117.635,STATE OR PRIVATE,CA,,,,1994-08-16,79.5875,67.6875,0.0,43595.73375,8.775,17.5,212.25
420,70500,71267,FS-295923,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1994,1994-08-29,241,1616.0,Human,Missing data/not specified/undetermined,111.0,D,34.185,-117.285,STATE OR PRIVATE,CA,,,,1994-08-22,91.125,68.1625,0.0,42281.725,6.25,19.337500000000002,223.25
421,70506,71273,FS-295929,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1994,1994-09-09,252,1740.0,Human,Misuse of fire by a minor,110.0,D,34.14166667,-117.60666667,MISSING/NOT SPECIFIED,CA,,,,1994-09-02,89.5875,62.5,0.0,42512.795,5.9125,18.275,225.875
422,70525,71292,FS-295948,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1994,1994-06-27,178,1436.0,Human,Debris and open burning,100.0,D,33.95166667,-116.80666667,MISSING/NOT SPECIFIED,CA,,,,1994-06-20,97.5,74.675,0.0,48607.7025,6.3125,23.075,257.5
423,70565,71332,FS-295988,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1994,1994-07-01,182,1300.0,Natural,Natural,20901.0,G,33.63666667,-116.50833333,USFS,CA,,,,1994-06-24,102.825,72.275,0.011875,47903.66375,6.675,24.5625,262.125
424,70567,71334,FS-295990,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1994,1994-07-01,182,700.0,Natural,Natural,622.0,E,33.66666667,-116.7,STATE OR PRIVATE,CA,,,,1994-06-24,94.475,70.9875,0.032,47735.88375,7.4125,28.2375,257.875
425,70574,71342,FS-295998,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1994,1994-06-27,178,1140.0,Human,Debris and open burning,6420.0,G,33.85,-116.68333333,MISSING/NOT SPECIFIED,CA,,,,1994-06-20,90.95,64.475,0.009375,48588.31,7.375,28.4625,249.625
426,70579,71347,FS-296003,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1994,1994-08-06,218,1341.0,Natural,Natural,1150.0,F,33.55833333,-116.57,USFS,CA,,,,1994-07-30,91.3,62.5625,0.0025,46057.35375,7.275,26.4375,258.75
427,70587,71355,FS-296011,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1994,1994-08-21,233,1544.0,Human,Arson/incendiarism,657.0,E,33.90166667,-116.73666667,MISSING/NOT SPECIFIED,CA,,,,1994-08-14,101.575,77.825,0.005375,44280.525,7.7,21.0125,237.75
428,70623,71391,FS-296047,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,,1994,1994-06-25,176,2245.0,Human,Arson/incendiarism,200.0,D,36.02333333,-118.71333333,OTHER FEDERAL,CA,,,,1994-06-18,84.3375,58.7,0.0,49212.43125,6.2375,21.5375,307.875
429,70657,71425,FS-296081,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,LUCAS COMPLEX,1994,1994-06-27,178,1251.0,Natural,Natural,2926.0,F,35.50333333,-118.70333333,USFS,CA,,,,1994-06-20,90.5625,66.5125,0.0015,49062.66375,6.3500000000000005,21.974999999999998,309.125
430,70658,71426,FS-296082,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,LUCAS COMPLEX,1994,1994-06-27,178,1251.0,Natural,Natural,100.0,D,35.64166667,-118.69,USFS,CA,,,,1994-06-20,88.4125,63.4125,0.005875,49103.055,7.8875,28.225,280.75
431,70661,71429,FS-296085,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,LUCAS COMPLEX,1994,1994-06-27,178,1251.0,Natural,Natural,5179.0,G,35.455,-118.71333333,STATE OR PRIVATE,CA,,,,1994-06-20,91.225,67.1875,0.001,49042.515,5.925,22.725,302.875
432,70662,71430,FS-296086,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,LUCAS COMPLEX,1994,1994-06-27,178,1251.0,Natural,Natural,193.0,D,35.44833333,-118.72166667,USFS,CA,,,,1994-06-20,90.4375,66.3875,0.0015,49042.515,6.3500000000000005,21.974999999999998,309.125
433,70673,71441,FS-296097,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,,1994,1994-05-14,134,1201.0,Human,Missing data/not specified/undetermined,155.0,D,36.19166667,-118.37166667,USFS,CA,,,,1994-05-07,68.1625,44.3375,0.01825,43788.87375,8.2625,27.8375,244.25
434,70787,71559,FS-296215,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,514,Shasta-Trinity National Forest,,1994,1994-09-18,261,1440.0,Natural,Natural,250.0,D,41.09333333,-122.62166667,STATE OR PRIVATE,CA,,,,1994-09-11,67.6,40.825,0.006874999999999999,41899.06125,6.2125,23.6375,265.875
435,70788,71560,FS-296216,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,514,Shasta-Trinity National Forest,,1994,1994-09-18,261,1435.0,Natural,Natural,638.0,E,41.10166667,-122.66333333,USFS,CA,,,,1994-09-11,74.9125,49.3125,0.006874999999999999,41899.06125,6.2125,23.6375,265.875
436,71009,71782,FS-296438,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,515,Sierra National Forest,,1994,1994-07-30,211,1519.0,Human,Equipment and vehicle use,235.0,D,37.06166667,-119.45,MISSING/NOT SPECIFIED,CA,,,,1994-07-23,89.1875,61.8875,0.0,47858.1225,6.1375,19.662499999999998,278.625
437,71012,71785,FS-296441,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,515,Sierra National Forest,,1994,1994-08-01,213,1610.0,Human,Arson/incendiarism,250.0,D,37.13333333,-119.505,MISSING/NOT SPECIFIED,CA,,,,1994-07-25,92.0875,64.0875,0.0,47696.15625,5.6625,18.075,280.125
438,71016,71789,FS-296445,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,515,Sierra National Forest,,1994,1994-08-24,236,1202.0,Human,Missing data/not specified/undetermined,5250.0,G,37.20833333,-119.295,USFS,CA,,,,1994-08-17,83.0875,57.175,0.0,44556.14375,6.4875,23.0625,216.75
439,71045,71818,FS-296474,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,515,Sierra National Forest,,1994,1994-06-17,168,1227.0,Natural,Natural,626.0,E,36.86,-118.94333333,USFS,CA,,,,1994-06-10,83.55,58.949999999999996,0.0,49373.42,6.5125,20.05,294.25
440,71061,71834,FS-296490,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,515,Sierra National Forest,,1994,1994-09-01,244,1919.0,Human,Missing data/not specified/undetermined,595.0,E,36.88833333,-119.19666667,USFS,CA,,,,1994-08-25,84.5375,58.7375,0.0,42850.7225,6.225,20.65,271.25
441,71102,71875,FS-296531,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,516,Stanislaus National Forest,,1994,1994-08-09,221,1638.0,Human,Smoking,1409.0,F,38.06666667,-120.35,USFS,CA,,,,1994-08-02,91.8875,61.787499999999994,0.0,46911.32125,7.1375,20.8375,286.25
442,71103,71876,FS-296532,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,516,Stanislaus National Forest,,1994,1994-08-18,230,1521.0,Human,Equipment and vehicle use,100.0,D,38.03833333,-120.22166667,MISSING/NOT SPECIFIED,CA,,,,1994-08-11,89.375,60.1625,0.0,45699.1425,7.3375,24.05,259.625
443,71257,72030,FS-296686,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,517,Tahoe National Forest,,1994,1994-08-16,228,1255.0,Human,Arson/incendiarism,46800.0,G,39.54166667,-120.31666667,USFS,CA,,,,1994-08-09,84.9625,54.625,0.0,46495.8525,11.0875,33.95,216.0
444,71269,72042,FS-296698,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,517,Tahoe National Forest,,1994,1994-08-04,216,1323.0,Human,Equipment and vehicle use,7310.0,G,39.50166667,-120.06666667,USFS,CA,,,,1994-07-28,83.075,55.025,0.0,47925.81875,9.8625,29.5,243.0
445,71270,72043,FS-296699,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,517,Tahoe National Forest,,1994,1994-08-11,223,1401.0,Human,Equipment and vehicle use,1300.0,F,39.38166667,-120.08166667,MISSING/NOT SPECIFIED,CA,,,,1994-08-04,84.9125,55.8,0.0,47127.32125,12.25,31.912499999999998,230.375
446,79979,80895,FS-305658,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,501,Angeles National Forest,,1995,1995-07-11,192,1225.0,Human,Missing data/not specified/undetermined,130.0,D,34.46,-118.63,MISSING/NOT SPECIFIED,CA,,,,1995-07-04,90.91250000000001,65.65,0.0,48445.72625,7.4875,21.775,200.875
447,79981,80897,FS-305660,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,501,Angeles National Forest,,1995,1995-07-14,195,1950.0,Human,Equipment and vehicle use,200.0,D,34.595,-118.25833333,MISSING/NOT SPECIFIED,CA,,,,1995-07-07,88.7625,61.837500000000006,0.0,48350.14375,9.975,26.55,220.375
448,79987,80903,FS-305666,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,501,Angeles National Forest,,1995,1995-08-04,216,1157.0,Human,Equipment and vehicle use,450.0,E,34.51833333,-118.63,MISSING/NOT SPECIFIED,CA,,,,1995-07-28,96.3375,71.3,0.0,46890.317500000005,8.2625,21.6375,216.875
449,80005,80921,FS-305684,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,501,Angeles National Forest,,1995,1995-09-13,256,1145.0,Human,Missing data/not specified/undetermined,100.0,D,34.72666667,-118.79333333,STATE OR PRIVATE,CA,,,,1995-09-06,88.3,61.975,0.0,42397.15,8.2,22.825,259.0
450,80094,81010,FS-305773,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,501,Angeles National Forest,,1995,1995-10-05,278,955.0,Human,Arson/incendiarism,1370.0,F,34.45666667,-118.34833333,MISSING/NOT SPECIFIED,CA,,,,1995-09-28,83.5875,56.5375,0.0,39291.78875,11.1875,27.6625,154.375
451,80119,81035,FS-305798,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,502,Cleveland National Forest,,1995,1995-08-26,238,1407.0,Human,Missing data/not specified/undetermined,150.0,D,33.89333333,-117.665,MISSING/NOT SPECIFIED,CA,,,,1995-08-19,90.525,65.8625,0.0,43602.09625,8.05,19.9125,222.5
452,80130,81046,FS-305809,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,502,Cleveland National Forest,,1995,1995-10-01,274,1540.0,Human,Arson/incendiarism,250.0,D,33.55833333,-117.28666667,MISSING/NOT SPECIFIED,CA,,,,1995-09-24,77.9,57.025,0.0,39585.05875,8.0375,20.85,196.0
453,80152,81068,FS-305831,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,502,Cleveland National Forest,,1995,1995-10-13,286,1136.0,Human,Arson/incendiarism,2388.0,F,33.335,-116.715,MISSING/NOT SPECIFIED,CA,,,,1995-10-06,81.35,52.4,0.0,38764.70125,6.0375,20.8875,177.125
454,80153,81069,FS-305832,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,502,Cleveland National Forest,,1995,1995-10-20,293,1236.0,Human,Equipment and vehicle use,390.0,E,33.38,-116.72,MISSING/NOT SPECIFIED,CA,,,,1995-10-13,84.425,57.75,0.0,37910.8725,6.1375,23.95,114.0
455,80162,81078,FS-305841,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,502,Cleveland National Forest,,1995,1995-06-19,170,1314.0,Human,Arson/incendiarism,7083.0,G,32.975,-116.44166667,MISSING/NOT SPECIFIED,CA,,,,1995-06-12,88.0125,59.9125,0.058625000000000003,46436.25875,9.575,24.7375,254.625
456,80181,81097,FS-305860,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,502,Cleveland National Forest,,1995,1995-08-27,239,1533.0,Human,Smoking,8100.0,G,32.88833333,-116.82666667,MISSING/NOT SPECIFIED,CA,,,,1995-08-20,86.8625,68.275,0.01225,43602.57,9.9,21.1875,296.5
457,80262,81178,FS-305941,FED,FS-FIRESTAT,FS,USCAENF,Eldorado National Forest,503,Eldorado National Forest,,1995,1995-11-04,308,1015.0,Human,Debris and open burning,104.0,D,38.72333333,-120.355,USFS,CA,,,,1995-10-28,60.925,40.725,0.004375,33243.81,7.6625,22.2875,134.5
458,80285,81201,FS-305964,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,,1995,1995-06-14,165,1505.0,Human,Missing data/not specified/undetermined,5550.0,G,37.41333333,-118.6,USFS,CA,,,,1995-06-07,74.5625,51.0125,0.01375,48766.2425,6.3,22.5625,246.75
459,80340,81256,FS-306019,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,505,Klamath National Forest,,1995,1995-08-01,213,1524.0,Human,Recreation and ceremony,2095.0,F,41.63666667,-123.60166667,USFS,CA,,,,1995-07-25,83.2875,53.0875,0.0053750000000000004,48185.52875,6.925,27.0125,229.875
460,80346,81262,FS-306025,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,505,Klamath National Forest,,1995,1995-11-03,307,1430.0,Human,Debris and open burning,166.0,D,41.69333333,-123.51333333,USFS,CA,,,,1995-10-27,69.125,43.125,0.0,33583.6175,5.25,16.65,162.875
461,80470,81386,FS-306149,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,507,Los Padres National Forest,,1995,1995-07-08,189,1547.0,Human,Missing data/not specified/undetermined,176.0,D,34.715,-119.11333333,USFS,CA,,,,1995-07-01,83.1,57.4875,0.0,48612.65125,5.6125,22.575,200.5
462,80474,81390,FS-306153,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,507,Los Padres National Forest,,1995,1995-07-27,208,1235.0,Human,Missing data/not specified/undetermined,232.8,D,34.39555556,-119.38472222,USFS,CA,,,,1995-07-20,82.52499999999999,60.3375,0.0,47502.5725,9.725,23.45,312.375
463,80570,81489,FS-306252,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,509,Modoc National Forest,,1995,1995-09-16,259,1610.0,Natural,Natural,110.0,D,41.70972222,-120.53305556,USFS,CA,,,,1995-09-09,82.05,54.5375,0.0035,41259.1175,7.0875,16.9875,160.75
464,80733,81655,FS-306418,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1995,1995-08-05,217,1204.0,Human,Recreation and ceremony,1039.0,F,34.28666667,-117.145,USFS,CA,,,,1995-07-29,91.7125,66.8375,0.018875,46414.64,7.85,24.15,231.25
465,80833,81756,FS-306519,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1995,1995-07-26,207,1438.0,Human,Equipment and vehicle use,1000.0,F,34.37333333,-117.47833333,USFS,CA,,,,1995-07-19,88.2875,59.475,0.0,47560.2375,8.15,24.325,224.625
466,80843,81766,FS-306529,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1995,1995-09-03,246,1449.0,Human,Missing data/not specified/undetermined,150.0,D,34.27333333,-117.53,USFS,CA,,,,1995-08-27,90.5875,64.0625,0.01975,43123.04375,7.425,24.25,227.25
467,80853,81776,FS-306539,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1995,1995-10-22,295,950.0,Human,Equipment and vehicle use,176.6,D,34.31,-117.47666667,USFS,CA,,,,1995-10-15,80.75,55.3875,0.0015,37438.62875,6.35,20.7875,244.875
468,80861,81784,FS-306547,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1995,1995-11-27,331,733.0,Human,Missing data/not specified/undetermined,262.0,D,34.2,-117.25,MISSING/NOT SPECIFIED,CA,,,,1995-11-20,74.125,48.775,0.0,32553.38625,5.475,14.3,99.625
469,80879,81806,FS-306569,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1995,1995-08-04,216,1446.0,Human,Equipment and vehicle use,23455.0,G,33.95166667,-116.69166667,MISSING/NOT SPECIFIED,CA,,,,1995-07-28,105.9125,80.1,0.0025,46430.325,7.6,20.0375,263.75
470,80892,81819,FS-306582,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1995,1995-10-13,286,1515.0,Human,Recreation and ceremony,2624.0,F,33.99666667,-116.91833333,MISSING/NOT SPECIFIED,CA,,,,1995-10-06,81.2125,55.9625,0.0,38686.73,5.725,22.75,175.375
471,80897,81824,FS-306588,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1995,1995-12-01,335,31.0,Human,Arson/incendiarism,120.0,D,34.15666667,-117.18,USFS,CA,,,,1995-11-24,73.775,50.5,0.0,32430.66625,5.7625,15.55,86.875
472,80900,81828,FS-306591,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1995,1995-05-25,145,1843.0,Human,Arson/incendiarism,250.0,D,33.91,-116.72666667,MISSING/NOT SPECIFIED,CA,,,,1995-05-18,78.5625,53.975,0.003,44953.59125,7.65,22.25,241.5
473,80916,81845,FS-306608,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1995,1995-08-31,243,616.0,Human,Arson/incendiarism,273.0,D,33.89666667,-116.74333333,MISSING/NOT SPECIFIED,CA,,,,1995-08-24,101.7375,79.1375,0.0,43501.435,7.55,21.775,259.875
474,80929,81858,FS-306621,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1995,1995-09-23,266,556.0,Human,Arson/incendiarism,170.0,D,33.89666667,-116.76333333,MISSING/NOT SPECIFIED,CA,,,,1995-09-16,92.5875,70.6125,0.0,41040.385,7.4,21.05,236.625
475,80932,81861,FS-306624,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1995,1995-09-25,268,1305.0,Human,Arson/incendiarism,3500.0,F,33.925,-116.79666667,MISSING/NOT SPECIFIED,CA,,,,1995-09-18,89.1625,67.675,0.0,40828.65875,7.8,21.8,232.5
476,80937,81866,FS-306629,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1995,1995-11-09,313,217.0,Human,Arson/incendiarism,226.0,D,33.89666667,-116.77833333,MISSING/NOT SPECIFIED,CA,,,,1995-11-02,74.8,50.55,0.0,34698.875,6.425,19.3,149.875
477,80944,81873,FS-306636,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,1995,1995-11-25,329,2215.0,Human,Equipment and vehicle use,660.0,E,33.9,-116.76666667,MISSING/NOT SPECIFIED,CA,,,,1995-11-18,81.4625,54.825,0.0,32767.559999999998,5.15,13.7,76.375
478,80965,81896,FS-306659,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,,1995,1995-08-26,238,500.0,Human,Arson/incendiarism,150.0,D,36.04166667,-118.76833333,OTHER FEDERAL,CA,,,,1995-08-19,89.1875,64.675,0.0,43786.03125,4.55,13.925,140.625
479,80998,81930,FS-306693,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,,1995,1995-07-17,198,2105.0,Human,Missing data/not specified/undetermined,1704.0,F,35.48,-118.74833333,USFS,CA,,,,1995-07-10,90.0375,64.075,0.0,47902.735,7.65,18.1375,213.875
480,81000,81932,FS-306695,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,,1995,1995-07-26,207,1030.0,Human,Arson/incendiarism,170.0,D,35.47833333,-118.73833333,USFS,CA,,,,1995-07-19,88.3375,66.0375,0.0,47823.9325,7.6499999999999995,18.575,323.75
481,81087,82020,FS-306783,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,514,Shasta-Trinity National Forest,,1995,1995-09-04,247,1615.0,Human,Arson/incendiarism,113.0,D,40.76333333,-123.285,USFS,CA,,,,1995-08-28,84.1,55.075,0.002,43774.43,6.3875,25.7375,262.625
482,81208,82141,FS-306904,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,515,Sierra National Forest,,1995,1995-08-23,235,1247.0,Human,Arson/incendiarism,492.0,E,37.13333333,-119.505,MISSING/NOT SPECIFIED,CA,,,,1995-08-16,90.0,64.925,0.0005,44567.01375,5.5375,18.7,282.125
483,81209,82142,FS-306905,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,515,Sierra National Forest,,1995,1995-08-31,243,1836.0,Human,Arson/incendiarism,150.0,D,37.13333333,-119.505,MISSING/NOT SPECIFIED,CA,,,,1995-08-24,88.575,60.0375,0.0,43498.675,5.15,17.85,285.375
484,81334,82268,FS-307031,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,517,Tahoe National Forest,,1995,1995-08-12,224,436.0,Human,Equipment and vehicle use,624.0,E,39.21111111,-120.67083333,STATE OR PRIVATE,CA,,,,1995-08-05,85.1875,59.2375,0.0,46956.56,8.85,27.65,189.875
